timestamp,source,container,metric,value
1784531831.024752,kg_service,,cpu_percent,0.0
1784531831.024752,kg_service,,ram_used_mb,2192.15234375
1784531831.024752,kg_service,,ram_percent,28.7
1784531831.024752,kg_service,,gpu_percent,0.0
1784531833.2597528,rag_service,,cpu_percent,0.0
1784531833.2597528,rag_service,,ram_used_mb,2192.125
1784531833.2597528,rag_service,,ram_percent,28.7
1784531833.2597528,rag_service,,gpu_percent,0.0
1784531833.279846,kg_service,,cpu_percent,0.0
1784531833.279846,kg_service,,ram_used_mb,2192.125
1784531833.279846,kg_service,,ram_percent,28.7
1784531833.279846,kg_service,,gpu_percent,0.0
1784531835.5165496,rag_service,,cpu_percent,0.6
1784531835.5165496,rag_service,,ram_used_mb,2192.125
1784531835.5165496,rag_service,,ram_percent,28.7
1784531835.5165496,rag_service,,gpu_percent,0.0
